Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Promeniscomys sinensis,,,,,,"The record of Aplodontidae (Rodentia, Mammalia) in the Oligocene and Miocene of the Valley of Lakes (Central Mongolia) with some comments on the morphologic variability Olivier Maridet & Gudrun Daxner-Höck & Paloma López-Guerrero & Ursula B. Göhlich 2017",m1 or m2,,,Asia
Propalaeocastor irtyshensis,3.085,3.37,2,2,,"Morphology of an Early Oligocene beaver
Propalaeocastor irtyshensis and the status
of the genus Propalaeocastor
Lüzhou Li1,2
, Qiang Li1,2,3
, Xiaoyu Lu1,2
and Xijun Ni1,2,",,,,Asia
Propalaeotherium sinense,,,,,,"O. Zdansky. 1930. Die alttertiären Säugetiere Chinas nebst stratigraphischen Bemerkungen (Mammalian fauna of the Lower Tertiary from China and some stratigraphic remarks). Palaeontologia Sinica, Series C 7(2):1-87",Can't access paper,,,Asia
Propterodon morrisi,,,,,,"The first North American Propterodon (Hyaenodonta: Hyaenodontidae), a new species from the late Uintan of Utah Zack",m2 and m3 only?,,,Asia
Propterodon tongi,6.5,3.3,1,1,,"PROPTERODON (HYAENODONTIDAE, CREODONTA, MAMMALIA FROM THE MIDDLE EOCENE OF YUANQU BASN, SHANXI PROVNCE
LIU Li-Ping, HUANG Xue-Shi  ",Y,,,Asia
Prosarcodon lonanensis,2.18,1.7,1,1,,"Prosarcodon lonanensis, a new Paleocene micropternodontid palaeoryctoid insectivore from Asia. American Museum novitates ; no. 2780
McKenna, Malcolm C.; Xue, Xiangxu.; Zhou, Mingzhen. 1984",,,,Asia
Prosarcodon maturus,3.833333333,2.275,3,4,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Prosciurus mongoliensis,1.95,1.97,1,1,,"The record of Aplodontidae (Rodentia, Mammalia) in the Oligocene and Miocene of the Valley of Lakes (Central Mongolia) with some comments on the morphologic variability Olivier Maridet & Gudrun Daxner-Höck & Paloma López-Guerrero & Ursula B. Göhlich 2017",Prosciurus? mongoliensis,,,Asia
Prosciurus ordosicus,,,,,,"B. Wang. 1987. Discovery of Aplodontidae (Rodentia, Mammalia) from Middle Oligocene of Nei Mongol, China. Vertebrata PalAsiatica 25(1):32-45",Upper teeth only,,,Asia
Prosciurus pisinnus,,,,,,http://www.vertpala.ac.cn/EN/abstract/abstract964.shtml,,,,Asia
Prosciurus pristinus,,,,,,http://www.vertpala.ac.cn/EN/Y2008/V46/I1/21,,,,Asia
Protataromys mianchiensis,2.1,1.7,1,1,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,Y,,Asia
Protataromys yuanquensis,,,,,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",no m1,,,Asia
Protitan bellus,,,,,,W. Granger and W. K. Gregory. 1943. A revision of the Mongolian titanotheres. Bulletin of the American Museum of Natural History 80(10):349-389,"Possible m1, but no measurement",,,Asia
Protitan robustus,44.5,28.5,1,1,,"BRONTOTHERES ( PERISSODACTYLA , MAMMALIA) FROM THE MIDDLE EOCENE OF L UNAN, YUNNAN HUANG Xue2Shi ZHENGJia2Jian 2004",,,,Asia
Protomoropus gabuniai,8.05,5.25,1,1,,"THE ORIGIN OF CHALICOTHERES (PERISSODACTYLA,
MAMMALIA)
by J. J. HOOKER and D. DASHZEVEG",,,,Asia
Pseudictops lophiodon,,,,,,M. Chow and T. Qi. 1978. Paleocene Mammalian Fossils from Nomogen Formation of Inner Mongolia. Vertebrata PalAsiatica 16(2):77-85,no m1,,,Asia
Pseudocricetops matthewi,,,,,,"Helder Gomes Rodrigues; Laurent Marivaux; Monique Vianey-Liaud (2012). The Cricetidae (Rodentia, Mammalia) from the Ulantatal area (Inner Mongolia, China): New data concerning the evolution of Asian cricetids during the Oligocene. , 56(none), –. doi:10.1016/j.jseaes.2012.05.007 ",no m1,,,Asia
Pseudocylindrodon yihesubuensis,2.0625,2.3375,4,4,,"H. Gomes Rodrigues, L. Marivaux, and M. Vianey-Liaud. 2012. The Cricetidae (Rodentia, Mammalia) from the Ulantatal area (Inner Mongolia, China): New data concerning the evolution of Asian cricetids during the Oligocene. Journal of Asian Earth Sciences 56:160-179",,,,Asia
Pseudogelocus mongolicus,5.3,3.35,,,,Inesa Vislobokova and Gudrun Daxner-Höck 2001 Oligocene - Early Miocene Ruminants from the Valley of Lakes (Central Mongolia),,,,Asia
Pseudoloris erenensis,,,,,,http://www.vertpala.ac.cn/EN/Y2008/V46/I2/81,,,,Asia
Pseudomeryx gobiensis,6.15,4.25,2,2,,Inesa Vislobokova and Gudrun Daxner-Höck 2001 Oligocene - Early Miocene Ruminants from the Valley of Lakes (Central Mongolia),,,,Asia
Pterodon hyaenoides,,,,,,,can't find specimen,,,Asia
Pyctis inamatus,8.1,3.6,1,1,,"Babbitt, Courtney (1999). <i>Pyctis inamatus</i> , gen. et sp. nov., a new mustelid from the Hsanda Gol Formation, Oligocene, Mongolia. Journal of Vertebrate Paleontology, 19(4), 791–792. doi:10.1080/02724634.1999.10011193 ",,,,Asia
Pyrodon xinjiangensis,,,,,,R. Zhai. 1978. Two new early Eocene mammals from Sinkiang Uighur with remarks on the age of Gashato Fromation. Memoirs of Nanjing Institute of Geology and Palaeontology (= Nanjing Dizhi Gushengwu Yanjiusuo Jikan) 13:102-106,Can't find paper,,,Asia
Qilulestes schieboutae,1.15,0.75,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Qipania yui,4.4,4,1,1,,"TWO NEW GENERA OF ANAGALIDAE (ANAGALIDA, MAMMALIA) FROM THE PALEOCENE OF QIANSHAN, ANHUI AND THE PHYLOGENY OF ANAGALIDS Hu Yaoming 1993",,,,Asia
Qufutitan zhoui,,,,,,"A NEW BRONTOTHERE FROM LATE MIDDLE EOCENE OF QUFU, SHANDONG WANG Yuan, WANG Jingwen 1997",upper teeth and skull only,,,Asia
Raricricetodon zhongtiaensis,1.23,0.95,2,3,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Rencunius wui,,,,,,,can't find specimen,,,Asia
Rencunius zhoui,3.9,3,1,1,,"Rencunius zhoui, New Primate from the Late Middle Eocene of Henan, China, and a Comparison with Some Early Anthropoidea Philip D. Gingerich, Patricia A. Holroyd & Russell L. Ciochon",,,,Asia
Rhodopagus guoi,,,,,,"M. Paepen, H. Li, Y. Sun and T. Smith. 2021. A late early to early middle Eocene mammal assemblage from Bayan Ulan (Inner Mongolia, China): Implication for the reassessment of the Arshantan Asian Land Mammal Age . Geobios 66-67:177-191",Can't access paper,,,Asia
Rhodopagus minimus,,,,,,,can't find specimen. Alternative combination: Caenolophus minimus,,,Asia
Rhombomylus laianensis,,,,,,"2003 THE OSTEOLOGY OF RHOMBOMYLUS (MAMMALIA, GLIRES): IMPLICATIONS FOR PHYLOGENY AND EVOLUTION OF GLIRES JIN MENG, YAOMING HU, CHUANKUI LI","junior synonym of Rhombomylus turpanensis Meng et al. THE OSTEOLOGY OF RHOMBOMYLUS (MAMMALIA,
GLIRES): IMPLICATIONS FOR PHYLOGENY AND
EVOLUTION OF GLIRES",,,Asia
Rhombomylus turpanensis,2.979166667,2.5625,24,24,,"2003 THE OSTEOLOGY OF RHOMBOMYLUS (MAMMALIA, GLIRES): IMPLICATIONS FOR PHYLOGENY AND EVOLUTION OF GLIRES JIN MENG, YAOMING HU, CHUANKUI LI",Rhombomylus laianensis belongs to this species.,,,Asia
Ronzotherium orientale,31,25.5,3,3,,"HYRACODONTIDS AND RHINOCEROTIDS (MAMMALIA, PERISSODACTYLA, RHINOCEROTOIDEA) FROM THE PALEOGENE OF MONGOLIA by Demberelyin DASHZEVEG",,,,Asia
Rostriamynodon grangeri,,,,,,"Rostriamynodon grangeri n. gen., n. sp. of amynodontid (Perissodactyla, Rhinocerotoidea) with comments on the phylogenetic history of Eocene Amynodontidae","m1, but not measured and not shown in occlusional view",,,Asia
Sarcodon minor,,,,,,"The late Paleocene Bayan Ulan fauna of Inner Mongolia, China J Meng, RJ Zhai, AR Wyss - Bulletin of Carnegie Museum of …, 1998",Upper teeth only,,,Asia
Sarcodon pygmaeus,2.85,1.7,1,1,,"Szalay and McKenna, 1971 BEGINNING OF THE AGE OF MAMMALS IN ASIA: THE LATE PALEOCENE GASHATO FAUNA, MONGOLIA",,,,Asia
Sarcodon zhaii,,1.25,1,1,,"MAMMALIAN REMAINS FROM THE LATE PALEOCENE OF JIASHAN, ANHUI HUANG Xue-Shi",Sarcodon ? Zhaii,,,Asia
Sarkastodon henanensis,16.3,8.5,1,1,,Fossil Creodonts and Carnivores (Mammalia) from the Hetaoyuan Eocene of Henan,,,,Asia
Sarkastodon mongoliensis,,,,,,W. Granger. 1938. A giant oxyaenid from the Upper Eocene of Mongolia. American Museum Novitates 969:1-5,"m1, but not measured and no scale bar on picture",,,Asia
Saykanomys bohlini,1.5,1.3,1,1,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Schizotherium avitum,17,10,1,1,,"Additional Schizotherium Material from China, and a Review of Schizotherium Dentitions (Perissodactyla, Chalicotheriidae) MARGERY CHALIFOUX COOMBS 1978",,,,Asia
Schizotherium ordosium,23.9,15,4,4,,"MID-TERTIARY CHALICOTHERE (PERISSODACTYLA) FOSSILS FROM LANZHOU, GANSU, CHINA QIU Zhanxiang, WANG Banyue, XIE Junye",,,,Asia
Schlosseria hetaoyuanensis,10.5,6.433333333,2,3,,"fossil tapiroids from the upper eocene of xichuan, henan. Yongsheng & Yizhen 1984",,,,Asia
Schlosseria magister,10.6,7.6,1,1,,"fossil tapiroids from the upper eocene of xichuan, henan. Yongsheng & Yizhen 1984",,,,Asia
Scileptictis simplus,2.7,1.8,1,1,,,Paper in Chinese except tables of measurements,,,Asia
Scileptictis stenotalus,2.5,1.65,1,1,,Scileptictis? stenotalus gen. et sp. nov,,,,Asia
Scymnerix tartareus,3.8,2.4,1,1,,"A New Genus of the Erinaceidae (Insectivora, Mammalia) from the Oligocene of Mongolia A. V. Lopatin 2003",,,,Asia
Selenomys mimicus,2.32,1.66,4,5,,?????????????? ??? - 1987 - 119.78.100.205,,,,Asia
Shamolagus grangeri,2,2.1,1,1,,BURKE. 1941 NEW FOSSIL LEPORIDAE FROM MONGOLIA,,,,Asia
Shamolagus medius,2.2,2.2,1,1,,BURKE. 1941 NEW FOSSIL LEPORIDAE FROM MONGOLIA,,,,Asia
Shamosminthus sodovis,1.16,0.73,30,30,,"Dipodidae (Rodentia, Mammalia) from the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1* , Demchig BaDamgarav2 & Olivier mariDet 2014",,,,Asia
Shamosminthus tongi,,,,,,"ZAPODIDAE (RODENTIA, MAMMALIA) FROM THE MIDDLE OLIGOCENE OF ULÅNTATAL, NEI MONGOL Huang Xueshi",no lower teeth,,,Asia
Shandgolictis constans,,,,,,,Can't find paper. Fist described as Viverravus constans,,,Asia
Shandgolictis elegans,,,,,,,Can't find species,,,Asia
Sharamynodon mongoliensis,35.6,,1,1,,T. Qi. 1975. An Early Oligocene mammalian fauna of Ningxia. Vertebrata PalAsiatica 13(4):217-224,Alternative combination: Amynodon mongoliensis,,,Asia
Sharomys parvus,,,,,,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-133c416c-80f5-4041-8645-a16d6cd3f1c1,Can't access paper,,,Asia
Sharomys singularis,,,,,,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-133c416c-80f5-4041-8645-a16d6cd3f1c1,Can't access paper,,,Asia
Sianodon chiyuanensis,,,,,,M. Chow and Y.-X. Xu. 1965. Amynodonts from the Upper Eocene of Honan and Shansi. Vertebrata PalAsiatica 9(2):190-203,Upper teeth only,,,Asia
Sianodon gaowangouensis,,,,,,"NEW MATERIALS OF SIANODON FROM SHAANXI, CHINA Li Qian 2003",skull only,,,Asia
Sianodon honanensis,,,,,,M. Chow and Y.-X. Xu. 1965. Amynodonts from the Upper Eocene of Honan and Shansi. Vertebrata PalAsiatica 9(2):190-203,Upper teeth only,,,Asia
Sianodon mienchiensis,,,,,,M. Chow and Y.-X. Xu. 1965. Amynodonts from the Upper Eocene of Honan and Shansi. Vertebrata PalAsiatica 9(2):190-203,Upper M3 only,,,Asia
Sianodon sinensis,17.75,11,2,2,,"NEW MATERIALS OF TAPIROID AND RHINOCEROTOID REMAINS (MAMMALIA, PERISSODACTYLA) FROM THE MIDDLE EOCENE OF YUANQU BASIN, CENTRAL CHINA HUANG Xue-Shi, WANG Jing-Wen 2001",,,,Asia
Sianodon ulausuensis,,,,,,,Can't find species,,,Asia
Simplicimys bellus,1.368857143,1.12,35,35,,"First record of Eocene fossil rodent assemblages from the lower part of the Erden Obo Section, Erlian Basin (Nei Mongol, China) and its biochronological implications Qian Li, Fang-Yuan Mao & Yuan-Qing Wang  Palaeobiodiversity and Palaeoenvironments volume 98, pages259–276 (2018)",,,,Asia
Simplodon qianshanensis,,,,,,"A TILLODONT2LIKE MAMMAL FROM THE MIDDLE PALEOCENE OF QIANSHAN BASIN, ANHUI, CHINA HUANG Xue2Shi ZHENGJia2Jian",Upper teeth only,,,Asia
Sinolagomys badamae,1.625,1.7,2,2,,Occurrences of Sinolagomys (Lagomorpha) from the Valley of Lakes (Mongolia) Margarita Erbajeva1 & Bayarmaa Baatarjav2 & Gudrun Daxner-Höck3 & Lawrence J. Flynn 2017,,,,Asia
Sinolagomys gracilis,,,,,,Occurrences of Sinolagomys (Lagomorpha) from the Valley of Lakes (Mongolia) Margarita Erbajeva1 & Bayarmaa Baatarjav2 & Gudrun Daxner-Höck3 & Lawrence J. Flynn 2017,no m1,,,Asia
Sinolagomys kansuensis,2.01,2.15,28,28,,Occurrences of Sinolagomys (Lagomorpha) from the Valley of Lakes (Mongolia) Margarita Erbajeva1 & Bayarmaa Baatarjav2 & Gudrun Daxner-Höck3 & Lawrence J. Flynn 2017,,,,Asia
Sinolagomys major,2.19,2.41,18,18,,Occurrences of Sinolagomys (Lagomorpha) from the Valley of Lakes (Mongolia) Margarita Erbajeva1 & Bayarmaa Baatarjav2 & Gudrun Daxner-Höck3 & Lawrence J. Flynn 2017,,,,Asia
Sinolagomys ulungurensis,1.64,1.64,26,26,,Occurrences of Sinolagomys (Lagomorpha) from the Valley of Lakes (Mongolia) Margarita Erbajeva1 & Bayarmaa Baatarjav2 & Gudrun Daxner-Höck3 & Lawrence J. Flynn 2017,,,,Asia
Sinomylus zhaii,,,,,,"A primitive relative of rodents from the Chinese Paleocene MC Mckenna, J Meng - Journal of Vertebrate Paleontology, 2001",Skull only,,,Asia
Sinonyx jiashanensis,18.95,8.2,2,2,,"Zhou, Xiaoyuan; Zhai, Renjie; Gingerich, Philip D.; Chen, Liezu (1995). Skull of a New Mesonychid (Mammalia, Mesonychia) from the Late Paleocene of China. Journal of Vertebrate Paleontology, 15(2), 387–400. doi:10.1080/02724634.1995.10011237",2 is left and right,,,Asia
Sinopa jilinia,7.8,4.6,1,1,,"MORLO et al. 2014 THE FIRST SPECIES OF SINOPA (HYAENODONTIDA, MAMMALIA) FROM OUTSIDE OF NORTH AMERICA. IMPLICATIONS FOR THE HISTORY OF THE GENUS IN THE EOCENE OF ASIA AND NORTH AMERICA",,,,Asia
Sinosinopa sinensis,,,,,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",no m1,,,Asia
Sinostylops promissus,3.9,2,1,1,,"????, ??????????? 1976",,,,Asia
Soricolestes soricavus,1.365,0.975,2,2,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Sphenopsalis nobilis,13.6,7.3,1,1,,"New Specimens of the Multituberculate Mammal Sphenopsalis from China: Implications for Phylogeny and Biology of Taeniolabidoids Authors: Mao, Fang-Yuan, Wang, Yuan-Qing, and Meng, Jin 2014",,,,Asia
Stelmomys parvus,1.34,1.21,8,8,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Stenoplesictis elegans,,,,,,W. D. Matthew and W. Granger. 1924. New Carnivora from the Tertiary of Mongolia. American Museum Novitates 104:1-9,no m1,,,Asia
Strenulagus shipigouensis,1.69,1.8,9,2,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Strenulagus solaris,1.55,1.6,2,2,,Eocene Lagomorpha (Mammalia) of Asia: 2. Strenulagus and Gobiolagus (Strenulagidae) A. V. Lopatin* and A. O. Averianov 2006,,,,Asia
Subengius mengi,1.21,1.1,5,5,,"Dentition of Subengius mengi (Mammalia: Plesiadapoidea) and a reassessment of the phylogenetic relationships of Asian Carpolestidae K. Christopher BEARD1,2 NI Xi-Jun3 WANG Yuan-Qing3 MENG Jin3,4 Daniel L. GEBO 2016",,,,Asia
Suomys selenis,,,,,,"Dawson et al. 2003. ZELOMYIDAE, A NEW FAMILY OF RODENTIA ( MAMMALIA) FROM THE EOCENE OF ASIA",m1 or m2,,,Asia
Suyinia changleensis,3.5,2.7,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Symphysorrhachis brevirostris,,,,,,,Can't find specimen,,,Asia
Taatsiinia hoeckorum,1.26,0.72,2,2,,"Oligocene-Miocene Vertebrates from the Valley of Lakes (Central Mongolia): Morphology, phylogenetic and stratigraphic implications Editor: Gudrun DAXNER-HÖCK 4. Marsupialia, Erinaceomorpha and Soricomorpha (Mammalia) By Reinhard ZIEGLER1 , Thomas DAHLMANN2 , and Gerhard STORCH 2007",,,,Asia
Tachyoryctoides bayarmae,2.65,2.09,3,3,,"Evolution of Tachyoryctoidinae (Rodentia, Mammalia): evidences of the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1 , †Demchig BaDamgarav and Olivier mariDet 2015",,,,Asia
Tachyoryctoides engesseri,5.35,3.99,5,5,,"Evolution of Tachyoryctoidinae (Rodentia, Mammalia): evidences of the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1 , †Demchig BaDamgarav and Olivier mariDet 2015",,,,Asia
Tachyoryctoides obrutschewi,4.05,3.15,2,2,,"Tachyoryctoides (Muroidea, Rodentia) fossils from Early Miocene
of Lanzhou Basin, Gansu Province, China
Ban-Yue Wang • Zhan-Xiang Qiu",,,,Asia
Tachyoryctoides pachygnatus,4.052727273,3.329090909,33,33,,"Evolution of Tachyoryctoidinae (Rodentia, Mammalia): evidences of the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1 , †Demchig BaDamgarav and Olivier mariDet 2015",Measured as Tachyoryctoides kokonorensis,,,Asia
Tachyoryctoides radnai,3.43,2.65,8,9,,"Evolution of Tachyoryctoidinae (Rodentia, Mammalia): evidences of the Oligocene and Early Miocene of Mongolia By Gudrun Daxner-Höck1 , †Demchig BaDamgarav and Olivier mariDet 2015",,,,Asia
Tachyoryctoides tatalgolicus,,,,,,,Can't find specimen,,,Asia
Taishanomys changlensis,2.65,2.5,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Taishanomys parvulus,1.85,1.65,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Taizimylus tongi,,,,,,"Mao et al. 2017. Taizimylus tongi, a new eurymylid (Mammalia, Glires) from the upper
Paleocene of Xinjiang, China",no lower teeth or jaw,,,Asia
Talpilestes asiatica,1.35,0.8,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Tamquammys dispinorum,1.57,1.21,,,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",,,,Asia
Tamquammys fractus,,,,,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",no m1,,,Asia
Tamquammys longus,,,,,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",no m1,,,Asia
Tamquammys robustus,2.095,1.73,,,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",,,,Asia
Tamquammys wilsoni,1.53,1.29,7,7,,"First record of Eocene fossil rodent assemblages from the lower part of the Erden Obo Section, Erlian Basin (Nei Mongol, China) and its biochronological implications Qian Li, Fang-Yuan Mao & Yuan-Qing Wang  Palaeobiodiversity and Palaeoenvironments volume 98, pages259–276 (2018)",,,,Asia
Tarkops mckennai,4.5,3.8,1,1,,"Ni et al. 2009. A new tarkadectine primate from the Eoceneof Inner Mongolia, China: phylogeneticand biogeographic implications",,,,Asia
Tarsius eocaenus,1.65,1.55,1,1,,Beard et al. 1994. A diverse new primate fauna from middle Eocene fissure-fillings in southeastern China,,,,Asia
Tataromys minor,1.74,1.29,20,20,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Tataromys plicidens,3.45,2.42,27,24,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Tataromys sigmodon,2.65,1.87,51,48,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Tavoonyia altaica,1.36,0.8,1,1,,"Oligocene-Miocene Vertebrates from the Valley of Lakes (Central Mongolia): Morphology, phylogenetic and stratigraphic implications Editor: Gudrun DAXNER-HÖCK 4. Marsupialia, Erinaceomorpha and Soricomorpha (Mammalia) By Reinhard ZIEGLER1 , Thomas DAHLMANN2 , and Gerhard STORCH 2007",,,,Asia
Teilhardia pretiosa,,,,,,W. D. Matthew and W. Granger. 1926. Two new perissodactyls from the Arshanto Eocene of Mongolia. American Museum Novitates 208:1-5,"m1 in jaw, but no measurement or scale",,,Asia
Teleolophus danjiangensis,15.2,11.5,1,1,,"fossil tapiroids from the upper eocene of xichuan, henan. Yongsheng & Yizhen 1984",,,,Asia
Teleolophus magnus,22.55,15.45,2,2,,"New ceratomorph perissodactyls (Mammalia) from the Middle and Late Eocene of Mongolia: their implications for phylogeny and dating D. DASHZEVEG, J. J. HOOKER 1997",,,,Asia
Teleolophus medius,15.55,11.6,2,2,,"????????????????
???? ?? - ??, 1982",,,,Asia
Teleolophus primarius,16.96,11.62,5,5,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",,,,Asia
Teleolophus rectus,16.1,10.8,1,1,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",Teleolophus? rectus,,,Asia
Teleolophus shandongensis,,,,,,"????????????????
???? ?? - ??, 1982",upper teeth only,,,Asia
Teleolophus sichuanensis,,,,,,,Can't find specimen,,,Asia
Teleolophus xui,14.8,9.9,1,1,,"fossil tapiroids from the upper eocene of xichuan, henan. Yongsheng & Yizhen 1984",Measured as Pachylophus xui,,,Asia
Thinocyon sichowensis,,,,,,M.-C. Chow. 1975. Some Carnivores from the Eocene of China. Vertebrata PalAsiatica 13(3):165-168,upper teeth only,,,Asia
Tribosphenomys minutus,0.9,0.99,5,5,,"Qian Li & Fang-Yuan Mao & Yuan-Qing Wang 2018 First record of Eocene fossil rodent assemblages from the lower part of the Erden Obo Section, Erlian Basin (Nei Mongol, China) and its biochronological implications",,,,Asia
Tribosphenomys secundus,1.05,1.2,1,1,,"Qian Li & Fang-Yuan Mao & Yuan-Qing Wang 2018 First record of Eocene fossil rodent assemblages from the lower part of the Erden Obo Section, Erlian Basin (Nei Mongol, China) and its biochronological implications",,,,Asia
Tribosphenomys tertius,0.85,0.9,1,1,,"New material of Alagomyidae (Mammalia, Glires) from the late Paleocene Subeng locality, Inner Mongolia; American Museum novitates, no. 3597 JP Meng, X Ni, CK Li, KC Beard, DL Gebo, Y Wang… - 2007",,,,Asia
Triplopus jeminaiensis,11,7.15,1,1,,MIDDLE EOCENE MAMMALS OF JEMINAY?XINJIANG JIN Hal-Yue 2000,,,,Asia
Triplopus mergenensis,17.5,13,1,1,,"HYRACODONTIDS AND RHINOCEROTIDS (MAMMALIA, PERISSODACTYLA, RHINOCEROTOIDEA) FROM THE PALEOGENE OF MONGOLIA by Demberelyin DASHZEVEG",,,,Asia
Trogosus shantunensis,,,,,,,Can't find specimen,,,Asia
Tsagamys subitus,,,,,,"D. Dashzeveg. 1990. The earliest rodents (Rodentia, Ctenodactyloidea) of Central Asia. Acta Zoologica Cracoviensia 33(2):11-35",Can't find paper,,,Asia
Tsaganius ambiguus,0.9875,0.7375,4,4,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Tsagankhushumys deriphatus,,,,,,,can't find specimen,,,Asia
Tsaganohyus pecus,3.1,2.15,1,1,,"THE OLDEST KNOWN ASIAN ARTIODACTYL (MAMMALIA) PETER E. KONDRASHOV1,2, ALEXEY V. LOPATIN2 AND SPENCER G. LUCAS3 ",,,,Asia
Tsaganomys altaicus,3.9,5.8,109,109,,"On Tsaganomyidae (Rodentia, Mammalia) of Asia B Wang - American Museum Novitates, 2001",,,,Asia
Tsaganomys minutus,,,,,,http://www.vertpala.ac.cn/EN/abstract/abstract567.shtml,,,,Asia
Tshotgoria shineusensis,5,2.7,1,1,,"New Oligocene Didymoconidae (Mesonychia, Mammalia) from Mongolia and Kazakhstan A. V. Lopatin 1997",,,,Asia
Tsinlingomys youngi,1.85,1.51,15,15,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Tupaiodon morrisi,,,,,,"W. D. Matthew and W. Granger. 1924. New insectivores and ruminants from the Tertiary of Mongolia, with remarks on the correlation. American Museum Novitates 105:1-7",Can't find paper,,,Asia
Turpanotherium elegans,,,,,,,Can't find specimen,,,Asia
Turpanotherium yagouense,,,,,,"Z.-X. Qiu, B.-Y. Wang, and T. Deng. 2004. Indricotheres (Perissodactyla, Mammalia) from Oligocene in Linxia Basin, Gansu, China. Vertebrata PalAsiatica 42(3):177-192",Upper teeth only. Alternative combination: Paraceratherium yagouense,,,Asia
Uintatherium insperatus,,,,,,,Can't find specimen,,,Asia
Ulaancricetodon badamae,1.11,0.83,23,23,,"Ulaancricetodon badamae n. gen., n. sp. (Mammalia, Rodentia, Cricetidae) from the Valley of Lakes in Central Mongolia Gudrun Daxner-Höck 2000",,,,Asia
